date,product,category,region,quantity,revenue
2023-04-04,Tablet,Eletronics,North America,4,1216
2023-07-08,Tablet,Eletronics,Europe,3,339
2024-01-30,Laptop,Eletronics,South America,3,540
2023-08-27,Headphones,Acessorioes,South America,2,570
2023-12-17,Phone,Eletronics,North America,4,4304
2023-03-23,Phone,Eletronics,North America,5,2110
2023-06-10,Monitor,Eletronics,South America,3,2625
2024-12-29,Monitor,Eletronics,Asia,3,2025
2023-12-02,Tablet,Eletronics,North America,5,1470
2023-06-01,Monitor,Eletronics,Asia,5,2570
2024-05-12,Laptop,Eletronics,Asia,3,3288
2024-02-02,Monitor,Eletronics,Asia,3,1350
2023-04-08,Phone,Eletronics,North America,3,2754
2024-03-30,Laptop,Eletronics,Asia,1,733
2023-03-14,Phone,Eletronics,South America,2,360
2023-11-11,Monitor,Eletronics,South America,4,1544
2023-01-25,Tablet,Eletronics,North America,4,3244
2024-02-10,Laptop,Eletronics,North America,1,101
2024-05-24,Laptop,Eletronics,Europe,2,1816
2024-02-16,Tablet,Eletronics,Europe,1,55
2024-11-08,Phone,Eletronics,Europe,4,2492
2024-12-07,Tablet,Eletronics,Europe,3,366
2024-10-07,Tablet,Eletronics,Europe,2,1768
2024-04-15,Monitor,Eletronics,Europe,4,2772
2023-12-22,Phone,Eletronics,North America,5,810
2024-12-02,Phone,Eletronics,Asia,2,740
2023-11-06,Headphones,Acessorioes,South America,4,2152
2023-09-05,Phone,Eletronics,North America,5,1065
2024-01-29,Monitor,Eletronics,Asia,5,4860
2024-11-12,Monitor,Eletronics,Asia,1,268
2024-01-13,Tablet,Eletronics,North America,5,2335
2023-09-08,Tablet,Eletronics,North America,4,4252
2024-08-16,Laptop,Eletronics,Asia,5,2425
2023-08-03,Headphones,Acessorioes,Asia,5,940
2023-01-14,Tablet,Eletronics,North America,4,1560
2024-02-21,Laptop,Eletronics,Europe,4,3804
2023-11-23,Laptop,Eletronics,North America,3,1902
2024-07-01,Phone,Eletronics,South America,4,216
2024-02-24,Tablet,Eletronics,Europe,3,1821
2024-08-12,Headphones,Acessorioes,Europe,2,984
2023-04-16,Headphones,Acessorioes,North America,1,556
2024-07-01,Phone,Eletronics,Asia,3,615
2023-09-14,Monitor,Eletronics,North America,2,854
2023-09-25,Monitor,Eletronics,Asia,2,770
2023-10-06,Laptop,Eletronics,Asia,1,735
2023-04-23,Tablet,Eletronics,North America,1,337
2024-08-20,Laptop,Eletronics,North America,2,1394
2024-02-06,Monitor,Eletronics,South America,2,1460
2024-08-24,Headphones,Acessorioes,South America,3,162
2023-01-16,Phone,Eletronics,Europe,4,2968
2023-09-15,Phone,Eletronics,Europe,3,780
2023-08-27,Laptop,Eletronics,South America,2,1888
2024-07-20,Headphones,Acessorioes,North America,1,640
2024-09-14,Laptop,Eletronics,South America,2,1492
2024-05-08,Monitor,Eletronics,North America,2,1764
2024-01-28,Headphones,Acessorioes,North America,5,3790
2024-07-30,Monitor,Eletronics,North America,3,1170
2024-02-10,Laptop,Eletronics,South America,5,2740
2023-03-24,Tablet,Eletronics,North America,2,114
2024-07-24,Tablet,Eletronics,South America,1,309
2024-06-04,Laptop,Eletronics,South America,3,1899
2023-12-13,Headphones,Acessorioes,South America,2,1898
2024-05-26,Tablet,Eletronics,North America,3,2181
2024-04-08,Monitor,Eletronics,Europe,3,2646
2023-06-07,Monitor,Eletronics,Europe,1,984
2023-11-20,Monitor,Eletronics,South America,5,335
2023-02-13,Laptop,Eletronics,Europe,3,2106
2024-04-02,Tablet,Eletronics,Europe,3,2496
2024-07-08,Laptop,Eletronics,South America,2,480
2023-03-20,Phone,Eletronics,South America,4,3988
2023-08-08,Headphones,Acessorioes,Europe,1,947
2023-03-19,Phone,Eletronics,Europe,2,1390
2024-12-20,Phone,Eletronics,Europe,1,911
2023-04-26,Phone,Eletronics,North America,1,342
2023-10-27,Laptop,Eletronics,South America,1,625
2023-04-14,Laptop,Eletronics,North America,3,1332
2023-11-06,Tablet,Eletronics,Asia,1,388
2024-10-22,Laptop,Eletronics,Asia,1,655
2024-12-15,Headphones,Acessorioes,Asia,2,128
2024-09-20,Monitor,Eletronics,North America,4,3560
2024-06-16,Phone,Eletronics,Asia,4,532
2024-10-15,Headphones,Acessorioes,Europe,4,2808
2024-04-30,Phone,Eletronics,Europe,4,3048
2024-02-02,Monitor,Eletronics,Europe,4,880
2024-02-12,Laptop,Eletronics,Asia,3,2592
2023-02-02,Headphones,Acessorioes,North America,5,3300
2024-03-29,Monitor,Eletronics,North America,3,2133
2023-02-24,Laptop,Eletronics,Asia,3,495
2023-05-03,Tablet,Eletronics,Europe,4,2668
2023-12-06,Tablet,Eletronics,Europe,4,520
2024-10-23,Headphones,Acessorioes,North America,4,4292
2023-12-19,Monitor,Eletronics,South America,3,2640
2023-07-23,Phone,Eletronics,North America,1,843
2024-07-07,Monitor,Eletronics,North America,2,1158
2023-02-08,Monitor,Eletronics,North America,4,3808
2023-12-27,Tablet,Eletronics,North America,1,239
2024-08-15,Headphones,Acessorioes,Asia,2,946
2024-02-20,Phone,Eletronics,Asia,2,456
2023-09-21,Phone,Eletronics,North America,3,672
2023-05-13,Headphones,Acessorioes,South America,4,1576
2023-07-12,Phone,Eletronics,North America,4,3880
2023-11-09,Monitor,Eletronics,Asia,1,845
2024-07-03,Phone,Eletronics,South America,1,191
2023-11-04,Phone,Eletronics,North America,3,2640
2023-01-29,Tablet,Eletronics,North America,2,144
2024-06-02,Monitor,Eletronics,Asia,3,3276
2024-08-22,Laptop,Eletronics,North America,5,4225
2024-05-11,Phone,Eletronics,North America,2,1854
2024-04-08,Laptop,Eletronics,South America,1,946
2023-11-28,Monitor,Eletronics,Europe,2,1308
2024-07-14,Monitor,Eletronics,North America,2,634
2024-11-16,Monitor,Eletronics,North America,1,778
2023-04-21,Tablet,Eletronics,Europe,1,765
2024-04-17,Phone,Eletronics,North America,3,3147
2024-12-02,Tablet,Eletronics,North America,3,2187
2024-06-07,Tablet,Eletronics,North America,1,378
2023-05-04,Headphones,Acessorioes,Europe,1,855
2023-08-28,Laptop,Eletronics,North America,3,2538
2023-02-03,Tablet,Eletronics,Europe,1,320
2023-09-22,Laptop,Eletronics,Asia,2,1590
2023-10-29,Headphones,Acessorioes,Asia,1,104
2023-12-18,Tablet,Eletronics,North America,3,3069
2024-05-09,Monitor,Eletronics,South America,3,2928
2023-03-11,Laptop,Eletronics,North America,2,1600
2023-11-15,Monitor,Eletronics,Asia,5,5225
2024-03-21,Monitor,Eletronics,Europe,5,4535
2023-10-09,Tablet,Eletronics,South America,5,1890
2023-10-14,Laptop,Eletronics,Asia,4,1312
2024-04-21,Phone,Eletronics,North America,3,1485
2024-05-03,Tablet,Eletronics,Europe,5,3370
2023-12-04,Headphones,Acessorioes,South America,4,3032
2023-06-08,Headphones,Acessorioes,Europe,1,148
2023-07-26,Phone,Eletronics,South America,4,4352
2024-03-25,Tablet,Eletronics,North America,3,2631
2024-04-17,Headphones,Acessorioes,North America,5,4260
2024-08-16,Monitor,Eletronics,Europe,3,1254
2024-01-15,Tablet,Eletronics,Asia,1,912
2023-09-10,Tablet,Eletronics,South America,1,607
2023-09-17,Tablet,Eletronics,Asia,5,3355
2023-02-04,Tablet,Eletronics,North America,1,716
2024-07-28,Tablet,Eletronics,Europe,2,1754
2024-05-23,Laptop,Eletronics,Europe,4,1068
2023-05-24,Laptop,Eletronics,North America,2,820
2023-07-17,Monitor,Eletronics,South America,1,436
2024-02-23,Laptop,Eletronics,South America,3,1905
2023-09-26,Tablet,Eletronics,Europe,2,1648
2023-11-09,Phone,Eletronics,Asia,1,438
2024-06-12,Tablet,Eletronics,South America,4,3200
2023-09-19,Headphones,Acessorioes,North America,1,228
2023-11-07,Phone,Eletronics,South America,2,194
2024-10-30,Monitor,Eletronics,Europe,4,3972
2023-04-02,Laptop,Eletronics,South America,2,222
2023-06-19,Tablet,Eletronics,Asia,2,414
2023-01-04,Phone,Eletronics,Asia,1,538
2023-12-24,Laptop,Eletronics,South America,1,737
2023-01-05,Headphones,Acessorioes,Europe,5,3765
2023-11-04,Headphones,Acessorioes,Asia,5,1865
2023-08-09,Tablet,Eletronics,South America,2,1870
2023-09-21,Monitor,Eletronics,South America,5,2680
2024-10-16,Headphones,Acessorioes,Europe,3,1419
2023-05-17,Laptop,Eletronics,Asia,3,1584
2023-10-05,Laptop,Eletronics,North America,3,660
2023-06-11,Monitor,Eletronics,Europe,5,615
2024-07-14,Tablet,Eletronics,South America,3,1119
2023-12-25,Laptop,Eletronics,Europe,5,5035
2023-11-10,Phone,Eletronics,Europe,4,820
2024-10-22,Headphones,Acessorioes,Europe,1,619
2024-03-08,Tablet,Eletronics,South America,4,4032
2023-11-07,Phone,Eletronics,Europe,3,3264
2024-02-26,Tablet,Eletronics,Asia,1,924
2024-12-17,Laptop,Eletronics,North America,5,2240
2023-01-21,Headphones,Acessorioes,South America,1,218
2023-09-24,Headphones,Acessorioes,South America,3,1965
2024-06-05,Monitor,Eletronics,Europe,3,351
2024-02-03,Monitor,Eletronics,North America,2,1112
2024-09-07,Tablet,Eletronics,North America,3,2391
2023-01-27,Laptop,Eletronics,South America,5,3565
2024-05-01,Tablet,Eletronics,North America,1,176
2024-05-16,Laptop,Eletronics,North America,4,1916
2024-12-15,Phone,Eletronics,Asia,4,992
2023-08-04,Headphones,Acessorioes,Asia,2,1738
2024-03-23,Phone,Eletronics,South America,1,735
2024-08-20,Headphones,Acessorioes,Asia,2,1166
2024-03-23,Laptop,Eletronics,North America,3,1206
2024-01-29,Monitor,Eletronics,Europe,2,1762
2024-03-02,Phone,Eletronics,Asia,5,1515
2023-08-31,Headphones,Acessorioes,South America,5,4005
2024-06-18,Monitor,Eletronics,North America,5,3175
2023-05-13,Headphones,Acessorioes,North America,5,4985
2024-02-18,Phone,Eletronics,South America,4,436
2023-03-09,Tablet,Eletronics,North America,5,3730
2024-07-26,Laptop,Eletronics,North America,1,264
2023-06-01,Tablet,Eletronics,North America,1,411
2024-08-15,Phone,Eletronics,North America,2,1670
2023-12-12,Laptop,Eletronics,Europe,3,2349
2023-12-26,Laptop,Eletronics,South America,5,5085
2024-08-05,Tablet,Eletronics,South America,2,770
2024-10-01,Headphones,Acessorioes,South America,3,1110
2023-11-02,Tablet,Eletronics,North America,5,3895
2024-03-26,Phone,Eletronics,Asia,1,361
2023-04-22,Monitor,Eletronics,North America,1,611
2023-07-05,Headphones,Acessorioes,North America,1,542
2023-03-10,Monitor,Eletronics,Asia,1,622
2024-12-09,Headphones,Acessorioes,Europe,3,1179
2023-03-27,Headphones,Acessorioes,Asia,3,2628
2024-02-18,Phone,Eletronics,Europe,5,5360
2024-03-26,Phone,Eletronics,South America,5,325
2023-10-03,Phone,Eletronics,North America,5,4960
2024-05-29,Headphones,Acessorioes,North America,3,2985
2024-05-09,Phone,Eletronics,North America,4,3000
2024-06-03,Monitor,Eletronics,Europe,1,314
2024-03-15,Headphones,Acessorioes,Asia,5,1350
2024-02-19,Headphones,Acessorioes,Asia,3,1929
2024-12-21,Laptop,Eletronics,North America,3,2769
2023-03-21,Tablet,Eletronics,Asia,5,4775
2024-07-03,Phone,Eletronics,South America,1,917
2024-03-17,Tablet,Eletronics,South America,5,2885
2023-02-01,Headphones,Acessorioes,South America,1,990
2023-10-17,Headphones,Acessorioes,Asia,3,585
2023-11-23,Headphones,Acessorioes,Asia,2,1166
2024-12-13,Headphones,Acessorioes,Asia,2,1142
2023-06-21,Laptop,Eletronics,Europe,2,1370
2023-09-15,Tablet,Eletronics,South America,2,378
2023-08-04,Laptop,Eletronics,South America,1,738
2024-06-23,Headphones,Acessorioes,Asia,2,454
2023-04-25,Headphones,Acessorioes,South America,3,1554
2024-07-05,Headphones,Acessorioes,Europe,2,1712
2023-07-02,Tablet,Eletronics,North America,3,2610
2023-10-01,Laptop,Eletronics,North America,4,4304
2023-03-13,Headphones,Acessorioes,South America,2,760
2023-05-21,Monitor,Eletronics,Europe,1,491
2024-11-08,Tablet,Eletronics,South America,1,267
2024-09-03,Headphones,Acessorioes,Europe,3,1197
2023-11-26,Tablet,Eletronics,Asia,4,500
2023-08-31,Laptop,Eletronics,North America,1,804
2024-05-10,Monitor,Eletronics,Europe,5,2295
2024-11-04,Tablet,Eletronics,Europe,3,2316
2023-12-20,Laptop,Eletronics,Europe,5,4785
2024-06-15,Laptop,Eletronics,Asia,1,437
2023-08-14,Tablet,Eletronics,North America,1,860
2024-03-02,Laptop,Eletronics,South America,5,4710
2023-02-06,Headphones,Acessorioes,South America,5,4175
2024-07-29,Monitor,Eletronics,South America,1,674
2024-08-04,Tablet,Eletronics,South America,4,1844
2024-05-28,Monitor,Eletronics,South America,1,989
2024-07-22,Phone,Eletronics,Asia,4,492
2024-11-08,Phone,Eletronics,Asia,1,310
2023-06-12,Laptop,Eletronics,North America,2,762
2023-08-30,Headphones,Acessorioes,South America,4,4084
2023-11-22,Phone,Eletronics,South America,2,454
2024-12-20,Laptop,Eletronics,Europe,4,3772
2023-06-05,Tablet,Eletronics,Europe,3,1923
2024-06-22,Tablet,Eletronics,Asia,1,1088
2024-10-13,Tablet,Eletronics,Europe,4,2756
2023-01-16,Tablet,Eletronics,Europe,4,2872
2023-07-13,Phone,Eletronics,Asia,4,4200
2023-04-20,Phone,Eletronics,South America,1,330
2023-12-29,Monitor,Eletronics,Asia,5,3825
2023-03-02,Phone,Eletronics,South America,1,804
2024-01-14,Tablet,Eletronics,South America,1,164
2024-03-08,Phone,Eletronics,Europe,5,860
2024-05-23,Laptop,Eletronics,South America,5,5015
2023-08-14,Phone,Eletronics,North America,4,2588
2023-01-08,Laptop,Eletronics,North America,5,350
2023-02-27,Monitor,Eletronics,South America,2,934
2024-10-27,Tablet,Eletronics,Europe,2,558
2023-11-21,Monitor,Eletronics,South America,5,1450
2023-12-11,Monitor,Eletronics,Europe,4,1072
2024-01-30,Phone,Eletronics,Europe,4,1604
2024-07-05,Laptop,Eletronics,South America,4,376
2023-09-05,Headphones,Acessorioes,Europe,1,399
2023-06-15,Monitor,Eletronics,Asia,3,2025
2024-07-09,Monitor,Eletronics,Europe,2,1000
2023-10-20,Headphones,Acessorioes,Europe,3,2085
2024-08-03,Tablet,Eletronics,North America,4,1464
2024-05-03,Monitor,Eletronics,Europe,5,5050
2023-03-15,Phone,Eletronics,Asia,3,2943
2024-08-01,Headphones,Acessorioes,South America,2,850
2024-07-10,Laptop,Eletronics,Europe,4,1244
2024-07-04,Monitor,Eletronics,Asia,2,1646
2023-07-19,Phone,Eletronics,Asia,1,1046
2024-05-04,Headphones,Acessorioes,Europe,2,1114
2023-04-23,Laptop,Eletronics,Europe,4,1476
2023-03-31,Laptop,Eletronics,Asia,4,1744
2023-05-31,Monitor,Eletronics,North America,2,666
2023-01-26,Phone,Eletronics,North America,5,2745
2023-02-18,Phone,Eletronics,North America,1,335
2023-12-11,Tablet,Eletronics,Asia,4,428
2024-07-10,Tablet,Eletronics,Europe,4,1876
2023-01-06,Tablet,Eletronics,South America,5,1855
2023-03-28,Headphones,Acessorioes,Asia,2,1424
2024-06-22,Tablet,Eletronics,Asia,2,354
2024-02-18,Laptop,Eletronics,North America,4,1820
2024-03-06,Tablet,Eletronics,North America,5,2985
2023-09-12,Laptop,Eletronics,South America,5,760
2024-07-26,Phone,Eletronics,North America,2,1282
2024-02-21,Monitor,Eletronics,Asia,4,768
2024-07-04,Headphones,Acessorioes,Europe,1,1059
2023-09-24,Headphones,Acessorioes,South America,1,469
2024-11-17,Monitor,Eletronics,South America,1,799
2024-09-08,Tablet,Eletronics,South America,2,1434
2024-05-20,Laptop,Eletronics,North America,3,2100
2023-10-10,Laptop,Eletronics,South America,4,1656
2023-01-24,Monitor,Eletronics,North America,2,674
2023-06-10,Headphones,Acessorioes,Asia,2,816
2023-06-15,Laptop,Eletronics,North America,5,800
2024-02-25,Monitor,Eletronics,South America,2,2084
2023-08-26,Headphones,Acessorioes,South America,4,1220
2023-01-13,Tablet,Eletronics,Europe,5,560
2023-06-22,Headphones,Acessorioes,North America,4,1648
2023-01-29,Laptop,Eletronics,Europe,3,3117
2024-03-07,Monitor,Eletronics,South America,3,1221
2024-10-01,Tablet,Eletronics,Asia,4,828
2024-09-02,Headphones,Acessorioes,Europe,4,724
2024-04-05,Tablet,Eletronics,Europe,5,3860
2023-11-19,Monitor,Eletronics,Asia,2,858
2023-03-15,Tablet,Eletronics,South America,1,973
2024-09-06,Monitor,Eletronics,South America,4,672
2023-04-02,Monitor,Eletronics,Asia,4,1752
2024-09-05,Tablet,Eletronics,South America,3,3057
2024-05-07,Tablet,Eletronics,North America,2,166
2023-12-05,Tablet,Eletronics,South America,1,821
2023-07-18,Phone,Eletronics,South America,2,900
2024-11-22,Monitor,Eletronics,Asia,3,1362
2024-01-20,Tablet,Eletronics,Europe,4,1756
2024-08-22,Laptop,Eletronics,Europe,4,928
2023-04-01,Monitor,Eletronics,South America,2,968
2023-11-25,Monitor,Eletronics,South America,2,516
2023-11-19,Monitor,Eletronics,North America,1,548
2023-06-03,Headphones,Acessorioes,Asia,5,725
2023-06-07,Tablet,Eletronics,Europe,3,1173
2023-05-10,Monitor,Eletronics,Europe,4,976
2024-10-27,Laptop,Eletronics,Europe,2,1684
2023-10-27,Laptop,Eletronics,Europe,3,501
2023-12-27,Monitor,Eletronics,South America,3,2031
2023-08-13,Laptop,Eletronics,North America,3,1746
2023-07-28,Phone,Eletronics,Asia,3,1647
2024-11-06,Laptop,Eletronics,North America,4,1828
2023-12-07,Monitor,Eletronics,Europe,4,3624
2023-09-26,Tablet,Eletronics,Europe,1,699
2023-05-05,Laptop,Eletronics,North America,4,3120
2024-07-19,Tablet,Eletronics,North America,5,3475
2024-12-30,Laptop,Eletronics,South America,2,2174
2023-05-07,Phone,Eletronics,Asia,3,2064
2024-03-19,Tablet,Eletronics,South America,4,2808
2023-05-24,Monitor,Eletronics,South America,5,1470
2023-09-16,Laptop,Eletronics,North America,4,2808
2023-10-13,Tablet,Eletronics,Europe,4,1616
2023-11-27,Headphones,Acessorioes,Europe,4,1372
2023-11-05,Laptop,Eletronics,North America,3,1662
2024-08-15,Tablet,Eletronics,South America,3,873
2024-02-04,Headphones,Acessorioes,Europe,4,1872
2024-05-27,Tablet,Eletronics,Europe,5,3990
2024-02-09,Headphones,Acessorioes,Europe,2,666
2024-05-02,Monitor,Eletronics,South America,5,1995
2023-05-11,Headphones,Acessorioes,North America,2,810
2023-02-10,Tablet,Eletronics,Asia,5,5205
2023-02-11,Headphones,Acessorioes,Europe,3,3225
2024-05-20,Monitor,Eletronics,North America,3,2514
2024-12-09,Headphones,Acessorioes,South America,4,2756
2024-09-01,Phone,Eletronics,North America,5,385
2024-08-24,Monitor,Eletronics,Europe,1,1015
2023-05-08,Tablet,Eletronics,South America,2,1558
2023-05-04,Headphones,Acessorioes,North America,3,654
2023-10-02,Laptop,Eletronics,Asia,1,137
2024-09-25,Phone,Eletronics,Europe,2,1054
2024-01-06,Headphones,Acessorioes,South America,4,1424
2023-11-02,Laptop,Eletronics,Europe,2,1824
2023-06-24,Laptop,Eletronics,North America,4,3508
2024-04-04,Tablet,Eletronics,Asia,1,648
2024-12-16,Monitor,Eletronics,South America,5,4205
2024-11-13,Laptop,Eletronics,North America,5,1165
2024-04-03,Monitor,Eletronics,South America,4,1892
2024-02-20,Phone,Eletronics,Asia,3,1761
2023-12-29,Tablet,Eletronics,Asia,2,726
2024-02-07,Headphones,Acessorioes,Asia,5,4970
2024-05-06,Headphones,Acessorioes,South America,1,504
2024-10-16,Tablet,Eletronics,Europe,5,1805
2024-03-19,Phone,Eletronics,North America,4,492
2023-03-08,Laptop,Eletronics,Europe,5,4030
2023-09-04,Monitor,Eletronics,Europe,1,537
2024-02-18,Headphones,Acessorioes,North America,2,1258
2024-04-24,Laptop,Eletronics,Europe,3,1878
2024-06-04,Tablet,Eletronics,South America,1,179
2024-03-21,Monitor,Eletronics,South America,5,3045
2024-10-07,Tablet,Eletronics,Europe,2,372
2023-12-28,Phone,Eletronics,North America,3,2649
2023-10-01,Tablet,Eletronics,Asia,1,855
2024-03-06,Phone,Eletronics,Europe,5,3570
2024-10-09,Monitor,Eletronics,Europe,4,1800
2023-08-08,Phone,Eletronics,South America,2,2138
2024-10-12,Tablet,Eletronics,Europe,4,1196
2024-11-07,Laptop,Eletronics,Europe,5,3810
2024-07-15,Tablet,Eletronics,South America,4,724
2023-08-25,Phone,Eletronics,Asia,1,559
2024-12-08,Headphones,Acessorioes,North America,4,2012
2023-06-20,Tablet,Eletronics,North America,5,1040
2024-02-21,Tablet,Eletronics,Europe,1,80
2023-09-15,Phone,Eletronics,North America,5,625
2023-11-21,Headphones,Acessorioes,Europe,1,928
2023-06-09,Laptop,Eletronics,North America,3,3234
2023-08-31,Tablet,Eletronics,South America,4,3128
2023-06-17,Headphones,Acessorioes,North America,1,337
2024-02-28,Phone,Eletronics,North America,3,801
2023-03-05,Tablet,Eletronics,North America,3,840
2024-10-19,Laptop,Eletronics,Asia,4,2612
2023-06-22,Headphones,Acessorioes,Asia,3,2835
2024-03-30,Headphones,Acessorioes,South America,3,2337
2024-03-25,Tablet,Eletronics,North America,1,901
2023-06-27,Monitor,Eletronics,South America,5,710
2023-01-31,Phone,Eletronics,South America,5,2310
2024-08-11,Headphones,Acessorioes,Asia,2,632
2023-02-22,Headphones,Acessorioes,Europe,2,914
2023-09-21,Headphones,Acessorioes,Europe,2,666
2023-08-07,Tablet,Eletronics,North America,3,237
2024-05-13,Headphones,Acessorioes,South America,5,715
2024-07-09,Laptop,Eletronics,Asia,5,4435
2024-01-15,Headphones,Acessorioes,South America,4,4140
2023-03-09,Phone,Eletronics,North America,1,1070
2023-09-25,Phone,Eletronics,South America,5,3685
2023-09-25,Tablet,Eletronics,South America,3,1086
2024-05-28,Monitor,Eletronics,Europe,2,1550
2023-05-25,Laptop,Eletronics,North America,4,3836
2023-02-05,Phone,Eletronics,Europe,1,532
2023-09-04,Headphones,Acessorioes,Europe,5,4920
2023-07-17,Tablet,Eletronics,Europe,4,1812
2023-02-03,Tablet,Eletronics,Europe,5,930
2024-09-03,Headphones,Acessorioes,Asia,5,3290
2024-09-16,Tablet,Eletronics,Europe,5,415
2024-01-12,Headphones,Acessorioes,South America,5,1845
2024-07-10,Phone,Eletronics,Europe,5,4845
2023-03-31,Monitor,Eletronics,North America,5,3515
2024-03-11,Monitor,Eletronics,South America,2,140
2023-07-16,Tablet,Eletronics,North America,5,2425
2023-03-25,Tablet,Eletronics,South America,1,938
2024-10-11,Phone,Eletronics,Europe,3,951
2023-01-15,Headphones,Acessorioes,Asia,3,657
2024-11-25,Laptop,Eletronics,Europe,3,2352
2024-04-18,Headphones,Acessorioes,South America,2,822
2023-07-19,Phone,Eletronics,North America,5,2380
2023-08-06,Monitor,Eletronics,North America,1,403
2024-11-24,Monitor,Eletronics,South America,2,1812
2023-01-13,Monitor,Eletronics,North America,2,1872
2023-04-04,Laptop,Eletronics,North America,1,878
2023-08-06,Monitor,Eletronics,Europe,4,1972
2023-04-11,Monitor,Eletronics,Asia,2,2054
2024-08-13,Headphones,Acessorioes,South America,5,4700
2024-02-03,Laptop,Eletronics,North America,2,1316
2023-10-07,Phone,Eletronics,Asia,2,1952
2023-10-12,Monitor,Eletronics,Europe,4,2864
2024-04-17,Tablet,Eletronics,Europe,4,3760
2023-11-11,Phone,Eletronics,Asia,4,212
2023-08-04,Headphones,Acessorioes,North America,5,3365
2023-04-17,Laptop,Eletronics,Europe,3,762
2024-06-12,Tablet,Eletronics,Europe,4,464
2023-03-14,Laptop,Eletronics,Asia,1,184
2023-05-19,Laptop,Eletronics,North America,5,1675
2024-05-11,Headphones,Acessorioes,Asia,4,680
2024-09-09,Headphones,Acessorioes,Europe,1,335
2024-01-07,Monitor,Eletronics,North America,5,2600
2024-04-04,Headphones,Acessorioes,North America,1,835
2024-02-02,Tablet,Eletronics,Asia,1,548
2023-11-25,Monitor,Eletronics,South America,5,1725
2024-08-24,Headphones,Acessorioes,Europe,5,3940
2023-10-01,Monitor,Eletronics,South America,5,2515
2024-03-24,Headphones,Acessorioes,South America,3,2943
2024-03-05,Tablet,Eletronics,Asia,2,2116
2023-10-28,Headphones,Acessorioes,Asia,4,4372
2023-06-12,Laptop,Eletronics,South America,3,666
2024-11-23,Headphones,Acessorioes,Asia,2,2074
2024-12-25,Laptop,Eletronics,Asia,2,1358
2024-12-09,Headphones,Acessorioes,Europe,1,596
2023-06-22,Monitor,Eletronics,North America,4,1652
2023-11-18,Monitor,Eletronics,South America,5,4785
2024-10-02,Headphones,Acessorioes,Europe,4,2772
2024-12-26,Monitor,Eletronics,Europe,1,1087
2023-06-10,Phone,Eletronics,Asia,4,1592
2023-06-08,Laptop,Eletronics,South America,5,2735
2024-10-27,Laptop,Eletronics,Asia,1,540
2023-01-28,Monitor,Eletronics,North America,1,967
2024-08-06,Headphones,Acessorioes,North America,4,2124
2024-12-16,Monitor,Eletronics,North America,4,3596
2023-08-08,Phone,Eletronics,North America,4,3176
2024-10-20,Phone,Eletronics,Asia,5,4480
2024-02-23,Tablet,Eletronics,South America,2,912
2023-08-15,Phone,Eletronics,Europe,3,1188
2023-06-11,Laptop,Eletronics,Asia,2,1808
2024-03-17,Tablet,Eletronics,Asia,4,2148
2023-02-09,Headphones,Acessorioes,North America,2,1016
2024-05-05,Tablet,Eletronics,North America,3,816
2024-07-12,Headphones,Acessorioes,Europe,4,1372
2023-07-23,Tablet,Eletronics,Asia,3,1326
2023-11-12,Headphones,Acessorioes,Europe,3,2847
2024-04-28,Monitor,Eletronics,North America,4,1420
2024-07-21,Phone,Eletronics,South America,2,2028
2024-08-12,Headphones,Acessorioes,Asia,1,338
2024-04-15,Phone,Eletronics,Asia,4,3096
2023-02-05,Monitor,Eletronics,South America,3,837
2023-03-08,Tablet,Eletronics,Europe,1,495
2023-01-21,Tablet,Eletronics,Europe,2,1216
2024-03-17,Phone,Eletronics,South America,1,991
2024-03-22,Laptop,Eletronics,North America,5,5125
2024-07-08,Tablet,Eletronics,North America,4,280
2023-07-25,Headphones,Acessorioes,Europe,4,480
2023-05-04,Phone,Eletronics,South America,4,2916
2024-07-09,Phone,Eletronics,Asia,4,600
2024-02-21,Laptop,Eletronics,Europe,3,2991
2023-02-26,Monitor,Eletronics,South America,1,321
2024-04-09,Phone,Eletronics,North America,5,4660
2024-06-07,Laptop,Eletronics,Asia,5,2620
2024-10-13,Laptop,Eletronics,South America,4,1664
2023-02-08,Headphones,Acessorioes,Asia,3,2331
2024-04-22,Monitor,Eletronics,South America,2,2104
2023-03-15,Tablet,Eletronics,North America,5,1955
2023-09-26,Phone,Eletronics,Europe,2,190
2023-11-20,Headphones,Acessorioes,South America,3,1017
2023-12-01,Phone,Eletronics,Asia,5,1920
2023-12-30,Headphones,Acessorioes,South America,2,1926
2023-07-24,Phone,Eletronics,Asia,4,1572
2023-04-07,Monitor,Eletronics,South America,2,2118
2024-06-05,Laptop,Eletronics,North America,5,495
2024-08-05,Headphones,Acessorioes,Europe,5,1830
2023-09-29,Phone,Eletronics,Asia,2,2160
2023-07-31,Laptop,Eletronics,South America,5,3115
2024-10-05,Monitor,Eletronics,Europe,2,1154
2023-10-24,Phone,Eletronics,North America,3,1932
2023-03-17,Laptop,Eletronics,Asia,2,2016
2024-01-10,Phone,Eletronics,Asia,1,151
2023-10-16,Tablet,Eletronics,South America,3,2634
2024-09-09,Headphones,Acessorioes,North America,2,102
2024-12-24,Monitor,Eletronics,South America,4,2252
2023-03-05,Laptop,Eletronics,Europe,2,1092
2024-07-01,Monitor,Eletronics,South America,1,210
2024-12-30,Laptop,Eletronics,Europe,4,2264
2024-10-26,Tablet,Eletronics,Asia,3,3279
